"id","owner_id","card_type","i_card_type","name","japanese_name","character","i_character","rarity","i_rarity","weapon","i_weapon","obtain_method","image","special_icon","art","special_front","front_top","front_bottom","front_name","front_rarity","front_weapon","transparent","subcard_effect","hp_1","sp_1","atk_1","def_1","hp_50","sp_50","atk_50","def_50","hp_70","sp_70","atk_70","def_70","skill_name","japanese_skill_name","skill_SP","skill_range","skill_affinity","i_skill_affinity","action_skill_effects","skill_comment","skill_preview","action_skill_combo","evolved_action_skill_combo","action_skill_damage","evolved_action_skill_damage","nakayoshi_title","japanese_nakayoshi_title","nakayoshi_skill_requirement","nakayoshi_skill_effect","nakayoshi_skill_target","evolved_nakayoshi_skill_requirement","evolved_nakayoshi_skill_effect","evolved_nakayoshi_skill_target","charge_comment","charge_damage","charge_hit","charge_name","charge_range"
"780","1","normal","0","【Bunny】 Michelle (Reprint)","【バニー】ミシェル(復刻)","ミシェル","13","★★★★","3"," 槌","2","Limited Gacha: Michelle's Birthday 2017 Event Gacha","hoshimori/static/uploaded/c/icon/Card_139057_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2017_02_02_sub.png","hoshimori/static/uploaded/c/art/Card_139057.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2017_02_02_sub.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_13_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","true","1913","469","1030","904","3643","1026","2254","1976","4099","1172","2575","2140","","ハートブレイクマジック","195","Four directions medium range","無視武器屬性","1","","多段攻撃
武器相性無視
この少女がマジックで出すとすれば、アレしかない！","hoshimori/static/uploaded/c/skill/mimi_bunny.gif","13","13","5 times x4 + 8 times","5 times x4 + 9 times","","マジック大成功なの！","Remaining time less than or equal to 60s","Attack Power +7%, Received Damage -15%","Everyone","Remaining time less than or equal to 60s","Attack Power +9%, Received Damage -15%","Everyone","","","","",""
"176","1","normal","0","【Starsuit Pirate】 Nozomi","【星衣パイレーツ】望","望","4","★★★★","3"," 劍","0","Regular Gacha and Card Clearinghouse","hoshimori/static/uploaded/c/icon/Card_40025_s.png","","hoshimori/static/uploaded/c/art/Card_40025.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_04_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","false","1375","402","912","1089","2619","880","1996","2381","2946","1006","2281","2722","","ボーンリッパー","160","Front very small range +  all directions small range","無視武器屬性","1","","前方の敵を多段攻撃
武器相性無視
嵐のような斬撃が敵を木っ端みじんに切り刻む","hoshimori/static/uploaded/c/skill/nozomi_pirate.gif","13","13","4 times x4 + 5 times x2 (JPN) / 6 times x6 (TWN)","","","許しを請いなさい","","Attack Power +6%, SP Consumption +5%","Everyone","","Attack Power +6%, SP Consumption -5%","Everyone","","","","",""
"117","1","normal","0","【Starsuit Galaxy】 Kokomi","【星衣ギャラクシー】心美","心美","14","★★★★","3"," 槌","2","Regular Gacha and Card Clearinghouse","hoshimori/static/uploaded/c/icon/Card_140023_s.png","","hoshimori/static/uploaded/c/art/Card_140023.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_14_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1711","277","873","751","3178","604","1908","1640","3566","691","2184","1875","","コスモラッシュ","168","Front medium range","無視武器屬性","1","10秒間与ダメ25％UP","与ダメUP（短）＋前方多段攻撃
武器相性無視
強くなりたいと思う心に呼応して、星衣が力を与える","","13","13","Approx. 4.38 times x4 + approx. 6.25 times","","","宇宙のヒーロー","After 5 combo","Received Damage -10%","Everyone","","Received Damage -15%, Combo Damage +10%","Everyone","","","","",""
"65","1","normal","0","【Life Guidance】 Yuri","【生活指導】ゆり","ゆり","5","★★★","2"," 杖","4","Regular Gacha","hoshimori/static/uploaded/c/icon/Card_50017_s.png","","hoshimori/static/uploaded/c/art/Card_50017.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_3.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_3.png","hoshimori/static/uploaded/c/art/front_name/Card_name_05_3.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_3_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","900","421","757","447","1620","880","1582","935","1920","1071","1925","1138","","天崩魔壊陣","110","All directions small range","","0","","周囲の敵を大攻撃
足元に魔法陣を描くことで、周囲の敵を掃討する","","6","6","Approx. 7 times","","","行くニャン！","","Attack Power +3%","Everyone","","Attack Power +4%","Everyone","","","","",""
"444","1","normal","0","【Swimsuit '16】 Kanon (Reprint)","【水着’16】花音(復刻)","花音","17","★★★★","3"," 劍","0","Limited Gacha: August 28 Birthday Event Gacha","hoshimori/static/uploaded/c/icon/Card_179056_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/Card_179056.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2016_13_02.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_17_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","false","1493","396","1020","1238","2843","866","2231","2707","3199","990","2550","3200","","フローレスダイビング","198","All directions very small range +  all directions large range","無視武器屬性","1","メタル貫通","メタル貫通攻撃
武器相性無視
その少女の水へ飛び込む姿は、息をのむほど美しい","hoshimori/static/uploaded/c/skill/kanon_mizugi16.gif","13","13","3 times + 21.34 times","3 times + 25 times","","さあ、泳ぐわよ！","","Damage +10%, HP +9%","Year 2 Students","","Damage +15%, HP +9%","Year 2 Students, Year 1 Students","","","","",""
"497","1","normal","0","【Halloween '16】 Yuri","【ハロウィン’16】ゆり","ゆり","5","★★★★","3"," 槌","2","Limited Gacha: Treat Night Event Gacha","hoshimori/static/uploaded/c/icon/Card_50032_s.png","","hoshimori/static/uploaded/c/art/Card_50032.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_05_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1773","422","1040","1070","3377","923","2276","1995","3800","1055","2600","2532","","ラブインジェクション","175","Around enemy large","無視武器屬性","1","","3回攻撃
武器相性無視
熱があるかもしれませんね。注射で治してあげます！","hoshimori/static/uploaded/c/skill/yuri_Halloween16.gif","13","13","9 times x3","10.35 times x3","","診察の時間です！","After 15 combo","Damage +6%, HP +20%","Everyone","After 15 combo","Damage +8%, HP +25%","Everyone","","","","",""
"714","1","normal","0","【2nd Memorial】 Subaru","【2ndメモリアル】昴","昴","2","★★★★","3"," 槍","3","Permanent Gacha: 'Hoshimori Gacha'2017/04/04 15:00 ~ 06/09 14:59 (UTC+9)","hoshimori/static/uploaded/c/icon/Card_20072_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill.png","hoshimori/static/uploaded/c/art/Card_20072.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_02_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","true","1651","551","1088","1022","3144","1201","2380","2237","3538","1370","2720","2555","","ストームナビゲーター","290","Around enemy small range","無視武器屬性","1","","HPに応じて威力が変化する6回攻撃
武器相性無視
嵐だって、味方につけちゃいますよ！","hoshimori/static/uploaded/c/skill/subaru_2ndmemorial.gif","13","12","(4 + HP/500) times x6","(4 + HP/500) times x6","","おそれず進め！","Remaining HP is 100%","Attack Power +8%, Combo Damage +20%","Spear","Remaining HP is 100%","Attack Power +9%, Combo Damage +30%","Spear","","","","",""
"536","1","sub","2","【Subcard Only】 Sortie with all 18 Students! (Spear)","【サブカ専用】18人で出撃！(槍)","心美","14","★★★★","3"," 矛","1","Reward Exchange 2016/11/25 14:00 ~ 2016/12/14 14:59","hoshimori/static/uploaded/c/icon/Card_149052_s.png","","hoshimori/static/uploaded/c/art/Card_149052.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_14_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_2.png","","false","1500","600","1250","900","2800","1000","1850","1500","4200","1500","2650","2200","","ヴィル・ユナイト","300","All directions large range","無視弱勢","2","20秒間、相性up＆落雷付加＋嵐付加","相性up＆落雷付加（長）＋嵐（最大3）＋攻撃
苦手無視
何があろうとも星守の意志を砕くことはできない！
※嵐は周囲の敵を攻撃し、敵の攻撃に当たるまで続く。嵐付加中は、使う毎に1段階強くなる","hoshimori/static/uploaded/c/skill/hoshimori18.gif","14","14","3 times + 15 times","","","","","","","","","","","","","",""
"523","1","normal","0","【Hoshimori Maid '16】 Miki","【星守メイド’16】みき","みき","1","★★★★","3"," 劍槍","5","Limited Gacha: Even more!! School Fes Event Gacha","hoshimori/static/uploaded/c/icon/Card_10059_s.png","","hoshimori/static/uploaded/c/art/Card_10059.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_01_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_6.png","","false","1485","479","1016","1119","2830","1047","2224","2448","3183","1197","2540","2797","","和菓子ティータイム","199","All directions medium range","無視武器屬性","1","","4回攻撃
武器相性無視
フルーツ大福で和風なティータイムをご一緒しましょ♪","hoshimori/static/uploaded/c/skill/miki_maid16.gif","13","13","8 times x4","9.2 times x4","","食べさせてあげます！","","Attack Power +4%, Skill Combo +1","Everyone","","Attack Power +6%, Skill Combo +1","Everyone","","","","",""
"281","1","normal","0","【Valentine '16】 Kokomi","【バレンタイン’16】心美","心美","14","★★★★","3"," 槌","2","Limited Gacha: Bitter Choco Event Gacha","hoshimori/static/uploaded/c/icon/Card_140043_s.png","","hoshimori/static/uploaded/c/art/Card_140043.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_14_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1400","433","950","1201","2666","947","2078","2624","3000","1082","2374","3000","","あなたに届けたい","180","All directions medium range","無視武器屬性","1","","移動しながら3回連続攻撃
武器相性無視
あの人に渡すチョコを手に少女の体は風と一体化する","hoshimori/static/uploaded/c/skill/kokomi_Valentine.gif","13","13","Approx. 8 times x2 + approx. 10 times","Approx. 8 times x2 + approx. 13.9 times","","落ち着かなきゃ……！","","Nullify SP Damage, Combo Damage +20%","Year 3 Students","","Nullify SP Damage, Combo Damage +30%","Everyone","","","","",""
"1002","1","normal","0","【Hoshimori Maid '16】 Yuri (Reprint)","【星守メイド’16】ゆり(復刻)","ゆり","5","★★★★","3"," 劍","0"," Limited Gacha: Yuri's Birthday 2017 Event Gacha","hoshimori/static/uploaded/c/icon/Card_58059_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_BirthDay2017_02_02_sub.png","hoshimori/static/uploaded/c/art/Card_58059.png","hoshimori/static/uploaded/c/art/special/Card_fr_BirthDay2017_02_02_sub.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_05_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","true","1484","454","1020","1257","2826","992","2231","2750","3180","1135","2550","3122","","ラブリースペルビーム","198","Front straight line (tracking type)","無視武器屬性","1","","3回攻撃
武器相性無視
メイドとして、全力でおまじないビームを撃ちます！","hoshimori/static/uploaded/c/skill/yuri_maid16.gif","13","13","9 times x3","10.35 times x3","","準備は万端ですよ！","","SP +6%, Damage +8%","Everyone","","SP +9%, Damage +10%","Everyone","","","","",""
"576","1","normal","0","【Swimsuit '15】 Hinata (3 Million Reprint)","【水着’15】ひなた(300万復刻)","ひなた","11","★★★★","3"," 槍","3","Limited Gacha: 3 Million Players Event Gacha","hoshimori/static/uploaded/c/icon/Card_110064_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_TripleMillion.png","hoshimori/static/uploaded/c/art/Card_110064.png","hoshimori/static/uploaded/c/art/special/Card_fr_TripleMillion.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_11_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","false","1257","437","861","624","2394","956","1884","1365","2693","1092","2153","1560","","スカッターバレット","205","All directions large range","無視武器屬性","1","","周囲の敵を攻撃
武器相性無視
彼女の元気は、いつでも無作為な方向へばらまかれる","hoshimori/static/uploaded/c/skill/hinata_mizugi.gif","13","13","Approx. 8 times","","","最新式の水鉄砲","","Attack Power +4%, HP +6%","Year 1 Students","","Attack Power +5%, HP +8%","Year 1 Students","","","","",""
"990","1","normal","0","【Swimsuit '16】 Asuha (Memories Reprint)","【水着’16】明日葉(メモリーズ復刻)","明日葉","9","★★★★","3"," 槌","2","Limited Gacha: Hoshimori Memories Swimwuit '16 Gacha","hoshimori/static/uploaded/c/icon/Card_98056_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/Card_98056.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_09_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1555","444","1050","1253","2962","972","2297","2739","3333","1111","2626","2966","","ボルテックスフロウ","183","All directions large range","無視武器屬性","1","","2回攻撃
武器相性無視
渦を巻き、巨大な水柱を作り出すのは……ビート板!?","hoshimori/static/uploaded/c/skill/asuha_mizugi16.gif","13","13","14 times x2","16.1 times x2","","水泳の特訓中です……","","Combo Damage +15%, Nullify SP Damage","Year 3 Students","","Combo Damage +30%, Nullify SP Damage","Year 3 Students","","","","",""
"943","1","normal","0","【Hoshimori Maid '16】 Kanon (Anime Commemoration Reprint)","【星守メイド’16】花音(ｱﾆﾒ記念復刻)","花音","17","★★★★","3"," 矛","1","Anime Airing Commemoration Gacha 'Kougami Kanon'","hoshimori/static/uploaded/c/icon/Card_179059_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_AnimeStart.png","hoshimori/static/uploaded/c/art/Card_179059.png","hoshimori/static/uploaded/c/art/special/Card_fr_AnimeStart.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_17_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_2.png","","false","2072","434","1040","737","3955","937","2277","1611","4450","1071","2600","1842","","トップグレードティー","214","All directions large range","無視武器屬性","1","嵐付加","攻撃後、嵐（最大3段階）付加
武器相性無視
大切なご主人様を最高級の紅茶でおもてなし♪
※嵐は周囲の敵を攻撃し、敵の攻撃に当たるまで続く。嵐付加中は、使う毎に1段階強くなる","hoshimori/static/uploaded/c/skill/kanon_maid16.gif","13","13","22 times","26 times","","これなら完璧……多分","","Damage +6%, Skill Combo +1","Everyone","","Damage +10%, Skill Combo +1","Everyone","","","","",""
"411","1","normal","0","【Swimsuit '16】 Hinata","【水着’16】ひなた","ひなた","11","★★★★","3"," 杖","4","Limited Gacha: Island Event Gacha","hoshimori/static/uploaded/c/icon/Card_110056_s.png","","hoshimori/static/uploaded/c/art/Card_110056.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_11_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","1827","721","1050","559","3283","1574","2297","1224","3552","1800","2625","1399","","ダンスオンウォーター","240","All directions medium range +  around enemy small range x5","無視武器屬性","1","","多段攻撃
武器相性無視
キレキレにダンス！　少女は水の上で踊り明かす!?","hoshimori/static/uploaded/c/skill/hinata_mizugi16.gif","13","13","10 times + 5.2 times x5","10 times + 6.28 times x5","","一緒に遊ぼうよ！","","SP Consumption -15%, Attack Power +5%","Year 1 Students","","SP Consumption -20%, Attack Power +6%","Year 1 Students","","","","",""
"957","1","sub","2","【Subcard Only】 Anime Airing Commemoration (Miki)","【サブカ専用】ｱﾆﾒ放送記念(みき)","みき","1","★★★★","3"," 劍","0","Permanent Gacha: 'Part 4 Story Gacha","hoshimori/static/uploaded/c/icon/Card_19080_s.png","","hoshimori/static/uploaded/c/art/Card_19080.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_01_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_1.png","","false","1650","600","1350","1000","3000","1000","2000","1700","4650","1500","2850","2500","","オース・ユナイト","333","All directions large range","無視弱勢","2","20秒間、スキルダメージ150％UP＋隕石付加＋嵐付加","スキル大強化（長）＆隕石付加（最大3）＆嵐付加（最大3）＋2回攻撃
苦手無視
ひとりひとりの想いが大きな力となり、未来へ繋がる","hoshimori/static/uploaded/c/skill/animekinen.gif","14","14","3.45 times + 17.25 times","","","","","","","","","","","","","",""
"733","1","normal","0","【2nd Memorial】 Michelle","【2ndメモリアル】ミシェル","ミシェル","13","★★★★","3"," 槌","2","Permanent Gacha: 'Hoshimori Gacha'2017/04/17 15:00 ~ 06/20 14:59 (UTC+9)","hoshimori/static/uploaded/c/icon/Card_130072_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill.png","hoshimori/static/uploaded/c/art/Card_130072.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_13_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","true","1715","498","1084","1081","3266","1090","2372","2017","3675","1244","2710","2558","","セイクリッドプレアー","216","All directions very large range","無視弱勢","2","パーティ全員のHP50％回復＋20秒間、状態異常無効","攻撃＋HP回復＆状態異常無効（全、長）
苦手無視
ミミのお祈り、届いてますか……？
この攻撃はHPに応じて威力が変化する","hoshimori/static/uploaded/c/skill/mimi_2ndmemorial.gif","13","13","(8 + HP/500) times","(9.2 + HP/500) times","","天空に響く乙女の祈り","","Damage +6%, Skill Combo +1","Everyone","","Damage +10%, Skill Combo +1","Everyone","","","","",""
"790","1","normal","0","【Wedding】 Kaede (Memories Reprint)","【ウェディング】楓(メモリーズ復刻)","楓","12","★★★★","3"," 槌","2","Limited Gacha: Hoshimori Memories Gacha Part 2","hoshimori/static/uploaded/c/icon/Card_128055_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/Card_128055.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_12_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1817","471","1062","995","3461","1031","2323","2175","3895","1179","2655","2356","","カテドラルライツ","153","All directions large range","無視武器屬性","1","","敵を攻撃
武器相性無視
荘厳な明かりに照らされる彼女は、とてもキレイだ","hoshimori/static/uploaded/c/skill/kaede_wedding.gif","13","13","39.3 times","Approx. 45.1 times","","大切な両親への手紙","After 5 combo","Damage +8%, Combo Damage +15%","Everyone","After 5 combo","Damage +10%, Combo Damage +20%","Everyone","","","","",""
"107","1","normal","0","【A Shrine Maiden's Job】 Kokomi","【巫女のおしごと】心美","心美","14","★★★★","3"," 杖","4","Regular Gacha and Card Clearinghouse","hoshimori/static/uploaded/c/icon/Card_140019_s.png","","hoshimori/static/uploaded/c/art/Card_140019.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_14_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_5.png","","false","1018","549","970","395","1938","1200","2122","869","2180","1372","2427","995","","心美の破魔矢","243","All directions large range","無視武器屬性","1","","周囲の敵に多段攻撃
武器相性無視
乙女の純真な祈りは、邪を払い、大地を浄化する","hoshimori/static/uploaded/c/skill/kokomi_miko.gif","13","13","Approx. 1.7 times x3 + approx. 7 times","","","巫女のお姉ちゃん","","HP +8%","Everyone","","HP +12%","Everyone","","","","",""
"965","1","normal","0","【Yukata '15】 Anko (Memories Reprint)","【浴衣’15】あんこ(メモリーズ復刻)","あんこ","7","★★★★","3"," 槍","3","Limited Gacha: Hoshimori Memories Yukata Gacha","hoshimori/static/uploaded/c/icon/Card_78031_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/Card_78031.png","hoshimori/static/uploaded/c/art/special/Card_fr_SubCardSkill_Memories_01.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_07_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_4.png","","true","1466","589","1090","1011","2792","1281","2388","2212","3141","1464","2728","2528","","和太鼓でドンドコ！","270","Front straight line","無視武器屬性","1","10秒間遠距離攻撃無効","前方攻撃＋遠距離無効（短）
武器相性無視
師範級のバチさばきによる太鼓の音色が大気も揺るがす","hoshimori/static/uploaded/c/skill/anko_yukata.gif","13","13","48.2 times","","","縁日を極めし者","After 12 combo","Combo Damage +6%","Everyone","After 7 combo","Combo Damage +6%","Everyone","","","","",""
"918","1","normal","0","【Hoshimori Maid '16】 Kaede (Anime Commemoration Reprint)","【星守メイド’16】楓(ｱﾆﾒ記念復刻)","楓","12","★★★★","3"," 劍槍","5","Anime Airing Commemoration Gacha 'Sendouin Kaede'","hoshimori/static/uploaded/c/icon/Card_129059_s.png","hoshimori/static/uploaded/c/icon/special/Card_icn_AnimeStart.png","hoshimori/static/uploaded/c/art/Card_129059.png","hoshimori/static/uploaded/c/art/special/Card_fr_AnimeStart.png","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_12_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_6.png","","false","1501","480","1020","1100","2860","1050","2233","2407","3217","1200","2550","2750","","エレガントタワー","210","All directions medium range","無視武器屬性","1","HP回復：5％×11、ダメージ約4倍×11","攻撃＋HP回復＆攻撃エリア設置（短）
武器相性無視
盛りすぎたケーキスタンドが塔のようにそびえ立つ！","hoshimori/static/uploaded/c/skill/kaede_maid16.gif","13","13","23 times","26 times","","会心の出来ですわ！","","HP +7%, Combo Damage +15%","Everyone","","HP +10%, Combo Damage +20%","Everyone","","","","",""
"595","1","normal","0","【Winter Date】 Sakura","【冬デート】桜","桜","10","★★★★","3"," 槌","2","Limited Gacha: Exciting Winter Event Gacha","hoshimori/static/uploaded/c/icon/Card_100061_s.png","","hoshimori/static/uploaded/c/art/Card_100061.png","","hoshimori/static/uploaded/c/art/front_top/Card_fr_top_4.png","hoshimori/static/uploaded/c/art/front_bottom/Card_fr_bottom_4.png","hoshimori/static/uploaded/c/art/front_name/Card_name_10_4.png","hoshimori/static/uploaded/c/art/front_rarity/Card_icn_rarity_4_0.png","hoshimori/static/uploaded/c/art/front_weapon/Card_icn_wp_3.png","","false","1738","508","1032","1019","3310","1112","2258","1901","3725","1270","2580","2412","","動かざること山の如し","220","All directions large range","無視武器屬性","1","HPは秒間約5％回復","攻撃後、HP回復＆遠距離無効エリア設置（長）
武器相性無視
冬にコタツを出してしまったら外に出たくなくなるのぅ","hoshimori/static/uploaded/c/skill/sakura_winterdate.gif","13","13","18 times","20.7 times","","かまくらデートじゃな","After 15 combo","Attack Power +8%, Combo Damage +20%","Hammer","After 10 combo","Attack Power +8%, Combo Damage +30%","Hammer","","","","",""
