"episode","stage_number","difficulty","i_difficulty","level","exp","coins","cheerpoint","drops","objectives"
"91","5","Hard","2","270","732","730","730","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"91","6","Easy","0","35","177","179","183","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"91","6","Normal","1","80","282","290","300","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"91","6","Hard","2","275","726","745","765","ガン・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"92","2","Easy","0","38","192","195","199","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"92","2","Normal","1","85","291","300","310","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"92","2","Hard","2","285","756","775","795","ソード・ピース
スピア・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"92","3","Easy","0","41","204","206","210","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"92","3","Normal","1","90","300","310","320","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"92","3","Hard","2","290","771","790","810","ガン・ピース
ロッド・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"92","5","Easy","0","45","210","214","218","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"92","5","Normal","1","100","321","330","340","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"92","5","Hard","2","295","786","805","825","スピア・ピース
ハンマー・ピース","► Clear stage within 90 seconds
► Clear stage with a team of at most 2 members
► Clear stage with at least 75% FEVER"
"92","6","Easy","0","50","219","225","231","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"92","6","Normal","1","120","360","370","380","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"92","6","Hard","2","300","801","820","840","ガン・ピース
ロッド・ピース","► Clear stage within 120 seconds
► Clear stage with a team of at most 2 members
► Clear stage without using skills"
"93","2","Easy","0","1","40","44","48","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"93","2","Normal","1","1","48","60","72","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"93","2","Hard","2","205","1002","1040","1080","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"93","3","Easy","0","2","46","50","58","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"93","3","Normal","1","3","54","64","80","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"93","3","Hard","2","210","1017","1056","1096","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"93","5","Easy","0","3","50","56","60","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"93","5","Normal","1","5","69","80","100","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"93","5","Hard","2","215","1032","1072","1112","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"93","6","Easy","0","4","52","56","60","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"93","6","Normal","1","7","81","92","108","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"93","6","Hard","2","220","1041","1080","1120","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"94","2","Easy","0","5","56","60","68","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"94","2","Normal","1","9","96","120","136","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"94","2","Hard","2","225","1050","1090","1130","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"94","3","Easy","0","6","60","64","72","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"94","3","Normal","1","11","102","136","152","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"94","3","Hard","2","230","1062","1100","1120","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"94","5","Easy","0","7","64","68","76","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"94","5","Normal","1","13","126","148","176","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"94","5","Hard","2","235","1071","1110","1130","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"94","6","Easy","0","8","68","72","76","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"94","6","Normal","1","15","144","160","176","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"94","6","Hard","2","240","1080","1120","1160","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"95","2","Easy","0","9","72","76","80","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"95","2","Normal","1","17","171","184","200","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"95","2","Hard","2","245","1086","1126","1166","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"95","3","Easy","0","10","74","80","84","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"95","3","Normal","1","19","192","200","216","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"95","3","Hard","2","250","1092","1132","1172","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"95","5","Easy","0","11","78","84","88","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"95","5","Normal","1","21","210","220","240","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"95","5","Hard","2","255","1098","1134","1174","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"95","6","Easy","0","12","80","88","92","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"95","6","Normal","1","22","204","220","228","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"95","6","Hard","2","260","1110","1150","1190","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"96","2","Easy","0","13","86","92","96","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"96","2","Normal","1","24","240","266","280","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"96","2","Hard","2","265","1110","1150","1190","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"96","3","Easy","0","14","90","96","100","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"96","3","Normal","1","26","261","280","296","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"96","3","Hard","2","270","1116","1154","1194","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"96","5","Easy","0","15","96","100","104","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"96","5","Normal","1","30","300","312","320","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"96","5","Hard","2","275","1122","1160","1200","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"96","6","Easy","0","16","112","120","128","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"96","6","Normal","1","40","402","420","440","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"96","6","Hard","2","280","1230","1270","1310","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"97","2","Easy","0","8","48","52","56","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"97","2","Normal","1","30","150","154","160","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"97","2","Hard","2","221","564","583","603","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"97","3","Easy","0","9","52","56","60","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"97","3","Normal","1","32","171","171","175","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"97","3","Hard","2","223","570","589","609","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"97","5","Easy","0","10","56","60","64","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"97","5","Normal","1","34","171","182","188","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"97","5","Hard","2","225","576","595","615","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"97","6","Easy","0","11","60","64","68","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"97","6","Normal","1","36","186","196","202","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"97","6","Hard","2","278","585","604","624","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"98","2","Easy","0","11","62","66","70","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"98","2","Normal","1","38","186","195","200","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"98","2","Hard","2","230","591","610","630","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"98","3","Easy","0","12","64","68","72","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"98","3","Normal","1","40","198","204","212","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"98","3","Hard","2","233","597","616","636","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"98","5","Easy","0","12","66","70","74","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"98","5","Normal","1","42","204","216","225","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"98","5","Hard","2","235","603","622","642","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"98","6","Easy","0","13","68","72","76","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"98","6","Normal","1","44","213","224","236","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"98","6","Hard","2","286","612","631","651","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"99","2","Easy","0","14","70","74","78","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"99","2","Normal","1","46","213","222","232","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"99","2","Hard","2","238","615","634","654","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"99","3","Easy","0","14","72","76","80","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"99","3","Normal","1","48","219","228","238","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"99","3","Hard","2","239","618","637","657","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"99","5","Easy","0","15","75","79","83","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"99","5","Normal","1","50","222","230","240","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"99","5","Hard","2","240","621","640","660","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"99","6","Easy","0","15","80","84","88","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"99","6","Normal","1","52","225","234","244","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"99","6","Hard","2","291","624","643","663","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"100","2","Easy","0","16","77","81","85","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"100","2","Normal","1","54","228","238","248","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"100","2","Hard","2","243","630","649","669","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"100","3","Easy","0","17","78","82","86","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"100","3","Normal","1","56","234","244","254","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"100","3","Hard","2","244","633","652","672","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"100","5","Easy","0","18","90","94","98","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"100","5","Normal","1","60","240","250","260","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"100","5","Hard","2","245","636","655","675","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"100","6","Easy","0","20","100","104","108","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"100","6","Normal","1","70","261","270","280","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"100","6","Hard","2","296","639","658","678","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"101","2","Easy","0","13","66","69","73","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"101","2","Normal","1","60","240","250","260","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"101","2","Hard","2","251","654","673","693","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"101","3","Easy","0","14","72","74","78","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"101","3","Normal","1","62","246","254","264","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"101","3","Hard","2","253","660","679","699","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"101","5","Easy","0","14","72","74","78","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"101","5","Normal","1","64","249","258","268","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"101","5","Hard","2","254","663","682","702","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"101","6","Easy","0","15","75","79","83","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"101","6","Normal","1","66","252","262","272","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"101","6","Hard","2","305","666","685","705","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"102","2","Easy","0","16","81","84","88","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"102","2","Normal","1","68","258","266","276","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"102","2","Hard","2","258","675","694","714","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"102","3","Easy","0","17","87","89","93","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"102","3","Normal","1","70","261","270","280","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"102","3","Hard","2","260","681","700","720","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"102","5","Easy","0","18","90","94","98","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"102","5","Normal","1","72","264","274","284","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"102","5","Hard","2","263","690","709","729","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"102","6","Easy","0","19","96","99","103","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"102","6","Normal","1","74","270","278","288","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"102","6","Hard","2","315","696","715","735","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"103","2","Easy","0","20","102","104","108","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"103","2","Normal","1","76","273","282","292","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"103","2","Hard","2","268","705","724","744","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"103","3","Easy","0","21","105","109","113","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"103","3","Normal","1","78","279","288","298","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"103","3","Hard","2","271","714","733","753","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"103","5","Easy","0","22","111","114","118","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"103","5","Normal","1","80","282","290","300","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"103","5","Hard","2","273","720","739","759","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"103","6","Easy","0","22","111","114","118","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"103","6","Normal","1","82","285","294","304","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"103","6","Hard","2","325","726","745","765","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"104","2","Easy","0","23","117","119","123","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"104","2","Normal","1","84","288","298","308","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"104","2","Hard","2","277","732","751","771","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"104","3","Easy","0","24","120","124","128","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"104","3","Normal","1","86","294","302","312","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"104","3","Hard","2","280","741","760","780","ソード・ピース
ソード・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"104","5","Easy","0","25","126","129","133","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"104","5","Normal","1","90","300","310","320","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"104","5","Hard","2","283","750","769","789","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"104","6","Easy","0","30","150","154","158","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"104","6","Normal","1","100","321","330","340","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"104","6","Hard","2","335","756","775","795","ハンマー・ピース
ガン・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage with at least 75% FEVER"
"105","2","Easy","0","18","72","74","78","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"105","2","Normal","1","90","243","252","262","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"105","2","Hard","2","281","657","676","696","ガン・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"105","3","Easy","0","19","72","76","81","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"105","3","Normal","1","92","246","256","266","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"105","3","Hard","2","283","663","682","702","スピア・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"105","5","Easy","0","19","75","76","80","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"105","5","Normal","1","96","252","260","270","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"105","5","Hard","2","285","666","685","705","ソード・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"105","6","Easy","0","20","78","81","84","ハンマー・ピース
ガン・ピース
ガン・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
