stage_name,part,episode,stage_number,easy_level,easy_exp,easy_coins,easy_cheerpoint,easy_objectives,normal_level,normal_exp,normal_coins,normal_cheerpoint,normal_objectives,hard_level,hard_exp,hard_coins,hard_cheerpoint,hard_objectives,small_irousu,large_irousu,drops
Special Lesson 89-5: 3rd period,Special,89,5,7,36,39,42,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",19,96,105,114,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",220,561,580,600,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","5,14,6,15,25,26","27,28","スピア・ピース
ハンマー・ピース"
Special Lesson 89-6: 4th period,Special,89,6,10,54,54,58,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",25,123,130,139,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",225,576,595,615,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage without using skills","29,14,1,5","31,16,7,9","ガン・ピース
ロッド・ピース"
Special Lesson 90-2: 1st period,Special,90,2,12,60,64,68,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",30,150,160,170,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",235,606,625,645,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","5,6,14,15,35","16,8,37","ソード・ピース
スピア・ピース"
Special Lesson 90-3: 2nd period,Special,90,3,14,72,74,78,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",36,180,190,200,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",240,621,640,660,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","25,29,2,4,14,15,30,1","16,32,27","ガン・ピース
ロッド・ピース"
Special Lesson 90-5: 3rd period,Special,90,5,17,87,89,92,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",43,207,216,226,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",245,636,655,675,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","35,5,21","7,37,23","スピア・ピース
ハンマー・ピース"
Special Lesson 90-6: 4th period,Special,90,6,20,102,104,108,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",50,222,230,240,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",250,651,670,690,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage without using skills",,57,
Special Lesson 91-2: 1st period,Special,91,2,23,117,119,123,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",55,231,240,250,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",260,681,700,720,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","5,25,14,39",41,"ソード・ピース
スピア・ピース"
Special Lesson 91-3: 2nd period,Special,91,3,26,132,134,138,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",63,246,256,266,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",265,696,715,735,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","1,35,39,3,2,36,40","41,37,38,42","ガン・ピース
ロッド・ピース"
Special Lesson 91-5: 3rd period,Special,91,5,30,150,153,159,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",71,267,275,285,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",270,732,730,730,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","3,4,2","7,31,9,23,32,24","スピア・ピース
ハンマー・ピース"
Special Lesson 91-6: 4th period,Special,91,6,35,177,179,183,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",80,282,290,300,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",275,726,745,765,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage without using skills","46,44,47","45,48,49","ガン・ピース
ロッド・ピース"
Special Lesson 92-2: 1st period,Special,92,2,38,192,195,199,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",85,291,300,310,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",285,756,775,795,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","5,25,6,26,14,15","7,27,16,9,18","ソード・ピース
スピア・ピース"
Special Lesson 92-3: 2nd period,Special,92,3,41,204,206,210,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",90,300,310,320,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",290,771,790,810,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","29,39,21,1","41,31,23,24,42","ガン・ピース
ロッド・ピース"
Special Lesson 92-5: 3rd period,Special,92,5,45,210,214,218,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",100,321,330,340,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",295,786,805,825,"- Clear stage within 90 seconds
- Clear stage with two team members or fewer
- Clear stage with at least 75% FEVER","35,21,14","37,16,23,9,18","スピア・ピース
ハンマー・ピース"
Special Lesson 92-6: 4th period,Special,92,6,50,219,225,231,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",120,360,370,380,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",300,801,820,840,"- Clear stage within 120 seconds
- Clear stage with two team members or fewer
- Clear stage without using skills","39,5,35,14,21,25","8,28,38,34","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 93-2: 1st period,3,93,2,1,40,44,48,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",1,48,60,72,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",205,1002,1040,1080,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,3,2,5",,"ソード・ピース
スピア・ピース"
Reminiscence Lesson 93-3: 2nd period,3,93,3,2,46,50,58,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",3,54,64,80,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",210,1017,1056,1096,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,5",7,"ガン・ピース
ロッド・ピース"
Reminiscence Lesson 93-5: 3rd period,3,93,5,3,50,56,60,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",5,69,80,100,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",215,1032,1072,1112,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,3,5,4,2,6",,"スピア・ピース
ハンマー・ピース"
Reminiscence Lesson 93-6: 4th period,3,93,6,4,52,56,60,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",7,81,92,108,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",220,1041,1080,1120,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,4,3,5,2,6",8,"ガン・ピース
ロッド・ピース"
Reminiscence Lesson 94-2: 1st period,3,94,2,5,56,60,68,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",9,96,120,136,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",225,1050,1090,1130,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,1,3,4,2,6",,"ソード・ピース
ハンマー・ピース"
Reminiscence Lesson 94-3: 2nd period,3,94,3,6,60,64,72,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",11,102,136,152,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",230,1062,1100,1120,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","7,8",,"ソード・ピース
ロッド・ピース"
Reminiscence Lesson 94-5: 3rd period,3,94,5,7,64,68,76,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",13,126,148,176,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",235,1071,1110,1130,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,6,21,3,2",8,"ソード・ピース
ロッド・ピース"
Reminiscence Lesson 94-6: 4th period,3,94,6,8,68,72,76,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",15,144,160,176,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",240,1080,1120,1160,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,5,3,6,2,4","7,8","スピア・ピース
ガン・ピース"
Reminiscence Lesson 95-2: 1st period,3,95,2,9,72,76,80,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",17,171,184,200,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",245,1086,1126,1166,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,5,21,22",,"ソード・ピース
スピア・ピース"
Reminiscence Lesson 95-3: 2nd period,3,95,3,10,74,80,84,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",19,192,200,216,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",250,1092,1132,1172,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,3,4,2,21,6,1","7,8","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 95-5: 3rd period,3,95,5,11,78,84,88,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",21,210,220,240,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",255,1098,1134,1174,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","21,5,22,6",7,"スピア・ピース
ハンマー・ピース"
Reminiscence Lesson 95-6: 4th period,3,95,6,12,80,88,92,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",22,204,220,228,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",260,1110,1150,1190,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","21,22,5","23,24","ガン・ピース
ロッド・ピース
ロッド・ストーン"
Reminiscence Lesson 96-2: 1st period,3,96,2,13,86,92,96,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",24,240,266,280,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",265,1110,1150,1190,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","21,5,6,22",8,"ソード・ピース
ハンマー・ピース
ハンマー・ストーン"
Reminiscence Lesson 96-3: 2nd period,3,96,3,14,90,96,100,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",26,261,280,296,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",270,1116,1154,1194,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,6,21","7,8","ソード・ピース
ソード・ストーン
ロッド・ピース"
Reminiscence Lesson 96-5: 3rd period,3,96,5,15,96,100,104,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",30,300,312,320,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",275,1122,1160,1200,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","21,1,5,6,29,3",,"スピア・ピース
スピア・ストーン
ガン・ピース"
Reminiscence Lesson 96-6: 4th period,3,96,6,16,112,120,128,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",40,402,420,440,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",280,1230,1270,1310,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,21,6,29,22","7,31","ハンマー・ピース
ガン・ストーン
ロッド・ピース"
Reminiscence Lesson 97-2: 1st period,3,97,2,8,48,52,56,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",30,150,154,160,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",221,564,583,603,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,5,21,3",7,"ソード・ピース
スピア・ピース"
Reminiscence Lesson 97-3: 2nd period,3,97,3,9,52,56,60,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",32,171,171,175,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",223,570,589,609,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,5,6,21,2,22","7,23,8","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 97-5: 3rd period,3,97,5,10,56,60,64,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",34,171,182,188,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",225,576,595,615,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,21,2,6,22,29","23,8,24","スピア・ピース
ハンマー・ピース"
Reminiscence Lesson 97-6: 4th period,3,97,6,11,60,64,68,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",36,186,196,202,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",278,585,604,624,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,6,21,22,30,29","23,31,8","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 98-2: 1st period,3,98,2,11,62,66,70,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",38,186,195,200,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",230,591,610,630,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","3,2,21,5,6,35",23,"ソード・ピース
ハンマー・ピース"
Reminiscence Lesson 98-3: 2nd period,3,98,3,12,64,68,72,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",40,198,204,212,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",233,597,616,636,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,5,6,29,30","31,24,32","ソード・ピース
ロッド・ピース"
Reminiscence Lesson 98-5: 3rd period,3,98,5,12,66,70,74,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",42,204,216,225,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",235,603,622,642,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,6,21,22,29,30","7,23,31","スピア・ピース
ガン・ピース"
Reminiscence Lesson 98-6: 4th period,3,98,6,13,68,72,76,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",44,213,224,236,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",286,612,631,651,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","4,35,21,6","7,31,24,37","ハンマー・ピース
ロッド・ピース"
Reminiscence Lesson 99-2: 1st period,3,99,2,14,70,74,78,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",46,213,222,232,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",238,615,634,654,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","4,5","7,8","ソード・ピース
スピア・ピース"
Reminiscence Lesson 99-3: 2nd period,3,99,3,14,72,76,80,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",48,219,228,238,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",239,618,637,657,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","35,21,22,30","37,23,24,32","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 99-5: 3rd period,3,99,5,15,75,79,83,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",50,222,230,240,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",240,621,640,660,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,6","7,8,23,24,38","スピア・ピース
ハンマー・ピース"
Reminiscence Lesson 99-6: 4th period,3,99,6,15,80,84,88,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",52,225,234,244,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",291,624,643,663,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,29,22,6,29","7,12","ガン・ピース
ロッド・ピース
ロッド・ストーン"
Reminiscence Lesson 100-2: 1st period,3,100,2,16,77,81,85,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",54,228,238,248,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",243,630,649,669,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","29,22,36,30,29","38,23,31","ソード・ピース
ハンマー・ピース"
Reminiscence Lesson 100-3: 2nd period,3,100,3,17,78,82,86,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",56,234,244,254,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",244,633,652,672,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,6","7,8,37","ソード・ピース
ロッド・ピース"
Reminiscence Lesson 100-5: 3rd period,3,100,5,18,90,94,98,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",60,240,250,260,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",245,636,655,675,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","6,36,30","8,12","スピア・ピース
スピア・ストーン
ガン・ピース"
Reminiscence Lesson 100-6: 4th period,3,100,6,20,100,104,108,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",70,261,270,280,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",296,639,658,678,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER",6,9,"ハンマー・ピース
ガン・ストーン
ロッド・ピース"
Reminiscence Lesson 101-2: 1st period,3,101,2,13,66,69,73,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",60,240,250,260,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",251,654,673,693,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,25","27,7","ソード・ピース
スピア・ピース"
Reminiscence Lesson 101-3: 2nd period,3,101,3,14,72,74,78,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",62,246,254,264,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",253,660,679,699,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER",5,"23,7","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 101-5: 3rd period,3,101,5,14,72,74,78,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",64,249,258,268,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",254,663,682,702,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","25,29,21","27,23","スピア・ピース
ハンマー・ピース"
Reminiscence Lesson 101-6: 4th period,3,101,6,15,75,79,83,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",66,252,262,272,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",305,666,685,705,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,4,29,2","7,8,31,12","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 102-2: 1st period,3,102,2,16,81,84,88,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",68,258,266,276,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",258,675,694,714,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","29,25,5",27,"ソード・ピース
ハンマー・ピース"
Reminiscence Lesson 102-3: 2nd period,3,102,3,17,87,89,93,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",70,261,270,280,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",260,681,700,720,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","29,21,5","31,23,9","ソード・ピース
ロッド・ピース"
Reminiscence Lesson 102-5: 3rd period,3,102,5,18,90,94,98,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",72,264,274,284,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",263,690,709,729,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","35,21,4","37,23","スピア・ピース
ガン・ピース"
Reminiscence Lesson 102-6: 4th period,3,102,6,19,96,99,103,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",74,270,278,288,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",315,696,715,735,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","25,35,26","27,37,38,28","ハンマー・ピース
ロッド・ピース"
Reminiscence Lesson 103-2: 1st period,3,103,2,20,102,104,108,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",76,273,282,292,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",268,705,724,744,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,1,4,2,29,3","7,23","ソード・ピース
スピア・ピース"
Reminiscence Lesson 103-3: 2nd period,3,103,3,21,105,109,113,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",78,279,288,298,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",271,714,733,753,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","25,4,5,21,2,26","27,28","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 103-5: 3rd period,3,103,5,22,111,114,118,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",80,282,290,300,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",273,720,739,759,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","2,5,6,3,21",27,"スピア・ピース
ハンマー・ピース"
Reminiscence Lesson 103-6: 4th period,3,103,6,22,111,114,118,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",82,285,294,304,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",325,726,745,765,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","6,35,25,36","8,12,31","ガン・ピース
ロッド・ピース
ロッド・ストーン"
Reminiscence Lesson 104-2: 1st period,3,104,2,23,117,119,123,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",84,288,298,308,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",277,732,751,771,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER",14,12,"ソード・ピース
ハンマー・ピース
ハンマー・ストーン"
Reminiscence Lesson 104-3: 2nd period,3,104,3,24,120,124,128,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",86,294,302,312,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",280,741,760,780,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","14,15","23,31,16","ソード・ピース
ソード・ストーン
ロッド・ピース"
Reminiscence Lesson 104-5: 3rd period,3,104,5,25,126,129,133,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",90,300,310,320,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",283,750,769,789,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","14,15",16,"スピア・ピース
スピア・ストーン
ガン・ピース"
Reminiscence Lesson 104-6: 4th period,3,104,6,30,150,154,158,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",100,321,330,340,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",335,756,775,795,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage with at least 75% FEVER","14,15","17,18,12","ハンマー・ピース
ガン・ストーン
ロッド・ピース"
Reminiscence Lesson 105-2: 1st period,3,105,2,18,72,74,78,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",90,243,252,262,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",281,657,676,696,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","25,29","27,31","ガン・ピース
ロッド・ピース"
